packet_rate,failed_logins,event,action_label
52.7,0,Port Scan,ALERT
37.03,0,Port Scan,ALERT
19.14,11,Brute Force,BLOCK_IP
17.64,0,Normal,ALLOW
15.43,13,Brute Force,BLOCK_IP
5.97,1,Normal,ALLOW
28.14,0,Normal,ALLOW
38.0,1,Port Scan,ALERT
12.83,0,Normal,ALLOW
52.93,1,Port Scan,ALERT
15.2,13,Brute Force,BLOCK_IP
7.9,1,Normal,ALLOW
48.74,2,Port Scan,ALERT
27.21,1,Normal,ALLOW
79.74,0,Port Scan,ALERT
29.6,0,Normal,ALLOW
685.5,0,DDoS,RATE_LIMIT
8.79,0,Normal,ALLOW
25.42,9,Brute Force,BLOCK_IP
57.07,0,Port Scan,ALERT
16.95,0,Normal,ALLOW
18.54,1,Normal,ALLOW
11.17,0,Normal,ALLOW
16.01,1,Normal,ALLOW
25.67,0,Normal,ALLOW
9.87,0,Normal,ALLOW
55.37,2,Port Scan,ALERT
11.76,1,Normal,ALLOW
71.53,2,Port Scan,ALERT
38.26,2,Port Scan,ALERT
15.57,6,Brute Force,BLOCK_IP
320.42,0,DDoS,RATE_LIMIT
25.42,1,Normal,ALLOW
15.04,0,Normal,ALLOW
23.36,1,Normal,ALLOW
20.59,0,Normal,ALLOW
24.81,0,Normal,ALLOW
10.03,0,Normal,ALLOW
8.7,0,Normal,ALLOW
16.89,1,Normal,ALLOW
27.67,0,Normal,ALLOW
29.1,0,Normal,ALLOW
59.96,1,Port Scan,ALERT
18.33,1,Normal,ALLOW
11.52,9,Brute Force,BLOCK_IP
24.76,1,Normal,ALLOW
6.44,1,Normal,ALLOW
11.89,1,Normal,ALLOW
5.86,1,Normal,ALLOW
15.95,6,Brute Force,BLOCK_IP
17.82,1,Normal,ALLOW
17.09,1,Normal,ALLOW
17.3,0,Normal,ALLOW
14.38,1,Normal,ALLOW
18.06,1,Normal,ALLOW
809.44,0,DDoS,RATE_LIMIT
14.66,0,Normal,ALLOW
934.99,0,DDoS,RATE_LIMIT
14.06,0,Normal,ALLOW
26.64,1,Normal,ALLOW
16.4,1,Normal,ALLOW
25.69,0,Normal,ALLOW
33.66,10,Brute Force,BLOCK_IP
77.8,2,Port Scan,ALERT
7.73,1,Normal,ALLOW
5.08,0,Normal,ALLOW
43.88,11,Brute Force,BLOCK_IP
6.56,1,Normal,ALLOW
20.24,8,Brute Force,BLOCK_IP
55.52,1,Port Scan,ALERT
18.83,10,Brute Force,BLOCK_IP
5.48,1,Normal,ALLOW
28.23,1,Normal,ALLOW
23.07,1,Normal,ALLOW
18.18,1,Normal,ALLOW
12.48,1,Normal,ALLOW
25.49,0,Normal,ALLOW
11.97,1,Normal,ALLOW
31.14,6,Brute Force,BLOCK_IP
29.95,1,Normal,ALLOW
995.72,0,DDoS,RATE_LIMIT
34.49,1,Port Scan,ALERT
5.36,0,Normal,ALLOW
473.43,0,DDoS,RATE_LIMIT
20.82,0,Normal,ALLOW
15.71,11,Brute Force,BLOCK_IP
28.43,1,Normal,ALLOW
726.83,0,DDoS,RATE_LIMIT
40.64,7,Brute Force,BLOCK_IP
22.5,0,Normal,ALLOW
7.22,0,Normal,ALLOW
23.08,1,Normal,ALLOW
15.19,1,Normal,ALLOW
5.61,0,Normal,ALLOW
13.72,0,Normal,ALLOW
20.8,0,Normal,ALLOW
28.69,1,Normal,ALLOW
30.3,2,Port Scan,ALERT
18.06,1,Normal,ALLOW
22.04,0,Normal,ALLOW
55.03,1,Port Scan,ALERT
11.06,1,Normal,ALLOW
240.18,0,DDoS,RATE_LIMIT
33.65,0,Port Scan,ALERT
21.67,0,Normal,ALLOW
10.81,0,Normal,ALLOW
26.05,10,Brute Force,BLOCK_IP
28.23,1,Normal,ALLOW
43.31,1,Port Scan,ALERT
13.04,0,Normal,ALLOW
43.69,4,Brute Force,BLOCK_IP
21.01,0,Normal,ALLOW
31.68,2,Port Scan,ALERT
486.25,0,DDoS,RATE_LIMIT
21.2,1,Normal,ALLOW
17.51,10,Brute Force,BLOCK_IP
55.15,1,Port Scan,ALERT
52.7,1,Port Scan,ALERT
6.79,1,Normal,ALLOW
18.16,1,Normal,ALLOW
771.16,0,DDoS,RATE_LIMIT
42.9,11,Brute Force,BLOCK_IP
21.6,7,Brute Force,BLOCK_IP
8.57,0,Normal,ALLOW
66.03,2,Port Scan,ALERT
8.97,1,Normal,ALLOW
8.35,1,Normal,ALLOW
66.09,0,Port Scan,ALERT
67.43,2,Port Scan,ALERT
14.11,4,Brute Force,BLOCK_IP
17.78,1,Normal,ALLOW
65.75,1,Port Scan,ALERT
22.67,0,Normal,ALLOW
666.61,0,DDoS,RATE_LIMIT
16.67,1,Normal,ALLOW
11.17,0,Normal,ALLOW
7.07,1,Normal,ALLOW
7.55,0,Normal,ALLOW
36.5,0,Port Scan,ALERT
26.07,1,Normal,ALLOW
32.87,5,Brute Force,BLOCK_IP
913.5,0,DDoS,RATE_LIMIT
27.35,4,Brute Force,BLOCK_IP
48.87,2,Port Scan,ALERT
7.23,1,Normal,ALLOW
6.06,0,Normal,ALLOW
14.69,0,Normal,ALLOW
26.11,0,Normal,ALLOW
30.22,2,Port Scan,ALERT
11.36,0,Normal,ALLOW
21.66,0,Normal,ALLOW
11.96,0,Normal,ALLOW
960.62,0,DDoS,RATE_LIMIT
22.56,1,Normal,ALLOW
11.72,1,Normal,ALLOW
41.27,15,Brute Force,BLOCK_IP
79.97,0,Port Scan,ALERT
48.0,2,Port Scan,ALERT
55.02,0,Port Scan,ALERT
53.8,1,Port Scan,ALERT
20.86,0,Normal,ALLOW
14.25,1,Normal,ALLOW
26.47,0,Normal,ALLOW
15.41,0,Normal,ALLOW
532.64,0,DDoS,RATE_LIMIT
22.99,0,Normal,ALLOW
21.43,0,Normal,ALLOW
23.26,1,Normal,ALLOW
40.79,0,Port Scan,ALERT
23.85,0,Normal,ALLOW
12.38,1,Normal,ALLOW
944.65,0,DDoS,RATE_LIMIT
15.03,6,Brute Force,BLOCK_IP
12.89,1,Normal,ALLOW
6.3,1,Normal,ALLOW
65.66,1,Port Scan,ALERT
19.48,0,Normal,ALLOW
429.93,0,DDoS,RATE_LIMIT
24.71,12,Brute Force,BLOCK_IP
858.65,0,DDoS,RATE_LIMIT
41.28,8,Brute Force,BLOCK_IP
11.69,0,Normal,ALLOW
22.2,0,Normal,ALLOW
48.95,1,Port Scan,ALERT
5.48,1,Normal,ALLOW
28.72,0,Normal,ALLOW
17.32,0,Normal,ALLOW
13.26,1,Normal,ALLOW
19.88,1,Normal,ALLOW
23.12,0,Normal,ALLOW
970.8,0,DDoS,RATE_LIMIT
55.95,1,Port Scan,ALERT
24.06,0,Normal,ALLOW
68.7,2,Port Scan,ALERT
10.5,1,Normal,ALLOW
29.4,0,Normal,ALLOW
58.77,1,Port Scan,ALERT
24.25,1,Normal,ALLOW
48.39,0,Port Scan,ALERT
11.64,1,Normal,ALLOW
13.3,0,Normal,ALLOW
68.66,1,Port Scan,ALERT
10.58,0,Normal,ALLOW
24.87,14,Brute Force,BLOCK_IP
21.58,0,Normal,ALLOW
29.35,0,Normal,ALLOW
740.46,0,DDoS,RATE_LIMIT
18.67,1,Normal,ALLOW
826.56,0,DDoS,RATE_LIMIT
41.22,11,Brute Force,BLOCK_IP
10.18,0,Normal,ALLOW
12.57,0,Normal,ALLOW
768.11,0,DDoS,RATE_LIMIT
28.43,1,Normal,ALLOW
54.2,2,Port Scan,ALERT
247.77,0,DDoS,RATE_LIMIT
21.79,1,Normal,ALLOW
28.94,0,Normal,ALLOW
10.98,1,Normal,ALLOW
79.57,1,Port Scan,ALERT
715.67,0,DDoS,RATE_LIMIT
649.03,0,DDoS,RATE_LIMIT
24.42,0,Normal,ALLOW
19.02,15,Brute Force,BLOCK_IP
20.49,0,Normal,ALLOW
697.93,0,DDoS,RATE_LIMIT
825.06,0,DDoS,RATE_LIMIT
19.46,0,Normal,ALLOW
29.54,1,Normal,ALLOW
708.76,0,DDoS,RATE_LIMIT
510.53,0,DDoS,RATE_LIMIT
739.3,0,DDoS,RATE_LIMIT
20.4,4,Brute Force,BLOCK_IP
28.68,1,Normal,ALLOW
12.26,1,Normal,ALLOW
18.47,0,Normal,ALLOW
766.18,0,DDoS,RATE_LIMIT
6.56,0,Normal,ALLOW
944.49,0,DDoS,RATE_LIMIT
17.43,0,Normal,ALLOW
16.19,1,Normal,ALLOW
532.51,0,DDoS,RATE_LIMIT
22.08,5,Brute Force,BLOCK_IP
11.05,0,Normal,ALLOW
28.73,1,Normal,ALLOW
6.91,1,Normal,ALLOW
28.22,1,Normal,ALLOW
16.49,1,Normal,ALLOW
9.51,0,Normal,ALLOW
6.1,1,Normal,ALLOW
73.2,0,Port Scan,ALERT
12.0,4,Brute Force,BLOCK_IP
8.42,0,Normal,ALLOW
41.73,14,Brute Force,BLOCK_IP
14.8,1,Normal,ALLOW
48.43,7,Brute Force,BLOCK_IP
48.06,11,Brute Force,BLOCK_IP
38.47,13,Brute Force,BLOCK_IP
18.06,1,Normal,ALLOW
11.49,0,Normal,ALLOW
75.97,2,Port Scan,ALERT
6.83,1,Normal,ALLOW
5.33,1,Normal,ALLOW
9.75,0,Normal,ALLOW
23.3,0,Normal,ALLOW
28.59,0,Normal,ALLOW
14.88,1,Normal,ALLOW
49.09,10,Brute Force,BLOCK_IP
514.24,0,DDoS,RATE_LIMIT
26.36,1,Normal,ALLOW
65.92,2,Port Scan,ALERT
10.8,0,Normal,ALLOW
63.33,2,Port Scan,ALERT
78.01,1,Port Scan,ALERT
24.29,1,Normal,ALLOW
20.08,0,Normal,ALLOW
5.23,0,Normal,ALLOW
14.42,1,Normal,ALLOW
10.72,0,Normal,ALLOW
11.84,13,Brute Force,BLOCK_IP
46.08,1,Port Scan,ALERT
17.87,1,Normal,ALLOW
7.38,0,Normal,ALLOW
396.65,0,DDoS,RATE_LIMIT
15.07,1,Normal,ALLOW
63.12,1,Port Scan,ALERT
27.53,1,Normal,ALLOW
14.95,0,Normal,ALLOW
28.87,0,Normal,ALLOW
32.25,0,Port Scan,ALERT
54.08,2,Port Scan,ALERT
14.81,0,Normal,ALLOW
5.82,0,Normal,ALLOW
28.77,0,Normal,ALLOW
11.89,0,Normal,ALLOW
69.38,0,Port Scan,ALERT
19.1,0,Normal,ALLOW
15.39,0,Normal,ALLOW
19.62,13,Brute Force,BLOCK_IP
45.09,7,Brute Force,BLOCK_IP
7.55,1,Normal,ALLOW
26.0,0,Normal,ALLOW
31.95,1,Port Scan,ALERT
28.91,1,Normal,ALLOW
26.67,0,Normal,ALLOW
10.62,1,Normal,ALLOW
19.54,0,Normal,ALLOW
19.08,0,Normal,ALLOW
17.92,1,Normal,ALLOW
25.99,0,Normal,ALLOW
13.83,0,Normal,ALLOW
27.59,1,Normal,ALLOW
27.31,0,Normal,ALLOW
24.08,0,Normal,ALLOW
16.91,0,Normal,ALLOW
18.61,0,Normal,ALLOW
19.78,0,Normal,ALLOW
21.83,10,Brute Force,BLOCK_IP
5.82,1,Normal,ALLOW
6.78,1,Normal,ALLOW
12.38,0,Normal,ALLOW
17.67,0,Normal,ALLOW
7.38,0,Normal,ALLOW
43.43,7,Brute Force,BLOCK_IP
64.68,1,Port Scan,ALERT
25.62,1,Normal,ALLOW
45.04,10,Brute Force,BLOCK_IP
32.27,2,Port Scan,ALERT
28.28,0,Normal,ALLOW
8.2,1,Normal,ALLOW
18.3,0,Normal,ALLOW
15.41,1,Normal,ALLOW
489.74,0,DDoS,RATE_LIMIT
778.5,0,DDoS,RATE_LIMIT
10.01,0,Normal,ALLOW
443.36,0,DDoS,RATE_LIMIT
12.6,0,Normal,ALLOW
27.07,1,Normal,ALLOW
39.17,15,Brute Force,BLOCK_IP
22.4,6,Brute Force,BLOCK_IP
730.44,0,DDoS,RATE_LIMIT
67.09,0,Port Scan,ALERT
23.98,1,Normal,ALLOW
442.34,0,DDoS,RATE_LIMIT
13.13,0,Normal,ALLOW
20.11,6,Brute Force,BLOCK_IP
345.29,0,DDoS,RATE_LIMIT
14.27,0,Normal,ALLOW
79.98,2,Port Scan,ALERT
41.02,1,Port Scan,ALERT
14.83,0,Normal,ALLOW
37.48,2,Port Scan,ALERT
15.36,1,Normal,ALLOW
22.73,0,Normal,ALLOW
11.73,1,Normal,ALLOW
19.59,0,Normal,ALLOW
61.42,1,Port Scan,ALERT
11.63,1,Normal,ALLOW
28.73,0,Normal,ALLOW
22.86,0,Normal,ALLOW
19.0,0,Normal,ALLOW
55.69,0,Port Scan,ALERT
9.3,0,Normal,ALLOW
28.32,1,Normal,ALLOW
16.36,10,Brute Force,BLOCK_IP
16.54,0,Normal,ALLOW
8.05,1,Normal,ALLOW
23.22,1,Normal,ALLOW
475.68,0,DDoS,RATE_LIMIT
31.54,0,Port Scan,ALERT
9.88,0,Normal,ALLOW
18.54,7,Brute Force,BLOCK_IP
29.46,0,Normal,ALLOW
14.75,4,Brute Force,BLOCK_IP
39.08,10,Brute Force,BLOCK_IP
18.73,0,Normal,ALLOW
14.51,0,Normal,ALLOW
17.67,1,Normal,ALLOW
23.36,1,Normal,ALLOW
5.4,0,Normal,ALLOW
71.95,1,Port Scan,ALERT
22.59,1,Normal,ALLOW
72.16,2,Port Scan,ALERT
10.87,0,Normal,ALLOW
17.53,1,Normal,ALLOW
18.66,0,Normal,ALLOW
31.63,8,Brute Force,BLOCK_IP
17.62,0,Normal,ALLOW
17.06,1,Normal,ALLOW
9.48,1,Normal,ALLOW
38.58,6,Brute Force,BLOCK_IP
49.83,2,Port Scan,ALERT
26.98,0,Normal,ALLOW
8.93,1,Normal,ALLOW
61.25,1,Port Scan,ALERT
26.79,0,Normal,ALLOW
17.54,1,Normal,ALLOW
11.26,1,Normal,ALLOW
76.76,1,Port Scan,ALERT
25.82,0,Normal,ALLOW
20.7,1,Normal,ALLOW
21.85,1,Normal,ALLOW
349.53,0,DDoS,RATE_LIMIT
10.79,8,Brute Force,BLOCK_IP
445.42,0,DDoS,RATE_LIMIT
47.65,0,Port Scan,ALERT
28.37,0,Normal,ALLOW
23.32,1,Normal,ALLOW
684.4,0,DDoS,RATE_LIMIT
397.71,0,DDoS,RATE_LIMIT
47.79,1,Port Scan,ALERT
27.31,6,Brute Force,BLOCK_IP
21.94,0,Normal,ALLOW
6.41,0,Normal,ALLOW
14.54,0,Normal,ALLOW
21.04,1,Normal,ALLOW
39.34,10,Brute Force,BLOCK_IP
9.97,0,Normal,ALLOW
41.41,11,Brute Force,BLOCK_IP
29.76,1,Normal,ALLOW
43.82,1,Port Scan,ALERT
46.59,11,Brute Force,BLOCK_IP
254.0,0,DDoS,RATE_LIMIT
17.97,0,Normal,ALLOW
282.5,0,DDoS,RATE_LIMIT
18.69,1,Normal,ALLOW
15.09,0,Normal,ALLOW
9.75,1,Normal,ALLOW
15.57,0,Normal,ALLOW
55.99,2,Port Scan,ALERT
411.42,0,DDoS,RATE_LIMIT
18.21,12,Brute Force,BLOCK_IP
23.5,1,Normal,ALLOW
44.37,1,Port Scan,ALERT
22.24,1,Normal,ALLOW
20.09,0,Normal,ALLOW
38.61,2,Port Scan,ALERT
77.57,2,Port Scan,ALERT
27.21,7,Brute Force,BLOCK_IP
19.98,1,Normal,ALLOW
13.68,5,Brute Force,BLOCK_IP
43.37,1,Port Scan,ALERT
22.59,1,Normal,ALLOW
11.27,1,Normal,ALLOW
28.03,9,Brute Force,BLOCK_IP
12.82,1,Normal,ALLOW
399.62,0,DDoS,RATE_LIMIT
5.05,1,Normal,ALLOW
957.39,0,DDoS,RATE_LIMIT
284.72,0,DDoS,RATE_LIMIT
8.87,0,Normal,ALLOW
370.47,0,DDoS,RATE_LIMIT
28.48,0,Normal,ALLOW
10.07,1,Normal,ALLOW
61.26,1,Port Scan,ALERT
22.0,1,Normal,ALLOW
701.99,0,DDoS,RATE_LIMIT
14.64,0,Normal,ALLOW
20.12,7,Brute Force,BLOCK_IP
28.49,1,Normal,ALLOW
14.98,0,Normal,ALLOW
20.43,1,Normal,ALLOW
21.81,1,Normal,ALLOW
21.62,1,Normal,ALLOW
5.21,1,Normal,ALLOW
13.18,1,Normal,ALLOW
798.71,0,DDoS,RATE_LIMIT
27.86,1,Normal,ALLOW
44.45,7,Brute Force,BLOCK_IP
547.52,0,DDoS,RATE_LIMIT
23.09,1,Normal,ALLOW
29.91,1,Normal,ALLOW
20.33,0,Normal,ALLOW
21.77,1,Normal,ALLOW
22.85,1,Normal,ALLOW
21.35,0,Normal,ALLOW
901.98,0,DDoS,RATE_LIMIT
23.47,0,Normal,ALLOW
5.74,0,Normal,ALLOW
10.36,0,Normal,ALLOW
6.93,1,Normal,ALLOW
6.56,0,Normal,ALLOW
26.99,13,Brute Force,BLOCK_IP
19.93,1,Normal,ALLOW
34.06,2,Port Scan,ALERT
71.92,1,Port Scan,ALERT
14.58,1,Normal,ALLOW
47.31,11,Brute Force,BLOCK_IP
360.23,0,DDoS,RATE_LIMIT
60.84,0,Port Scan,ALERT
11.33,0,Normal,ALLOW
18.04,0,Normal,ALLOW
40.83,4,Brute Force,BLOCK_IP
28.02,1,Normal,ALLOW
69.99,2,Port Scan,ALERT
11.72,1,Normal,ALLOW
932.21,0,DDoS,RATE_LIMIT
26.5,1,Normal,ALLOW
69.37,0,Port Scan,ALERT
15.28,1,Normal,ALLOW
11.21,1,Normal,ALLOW
43.35,11,Brute Force,BLOCK_IP
554.04,0,DDoS,RATE_LIMIT
62.47,0,Port Scan,ALERT
41.36,5,Brute Force,BLOCK_IP
25.62,1,Normal,ALLOW
41.4,13,Brute Force,BLOCK_IP
5.55,1,Normal,ALLOW
59.51,2,Port Scan,ALERT
6.4,1,Normal,ALLOW
5.71,1,Normal,ALLOW
7.63,0,Normal,ALLOW
65.65,1,Port Scan,ALERT
62.76,0,Port Scan,ALERT
76.2,0,Port Scan,ALERT
9.01,0,Normal,ALLOW
24.66,1,Normal,ALLOW
21.61,0,Normal,ALLOW
23.01,0,Normal,ALLOW
22.13,0,Normal,ALLOW
25.15,0,Normal,ALLOW
12.75,1,Normal,ALLOW
554.65,0,DDoS,RATE_LIMIT
18.83,0,Normal,ALLOW
24.28,13,Brute Force,BLOCK_IP
71.43,0,Port Scan,ALERT
43.12,10,Brute Force,BLOCK_IP
962.25,0,DDoS,RATE_LIMIT
13.17,1,Normal,ALLOW
14.34,1,Normal,ALLOW
28.53,0,Normal,ALLOW
12.97,0,Normal,ALLOW
14.82,0,Normal,ALLOW
43.15,10,Brute Force,BLOCK_IP
9.85,1,Normal,ALLOW
24.86,0,Normal,ALLOW
25.95,0,Normal,ALLOW
16.55,1,Normal,ALLOW
15.98,1,Normal,ALLOW
436.75,0,DDoS,RATE_LIMIT
16.48,0,Normal,ALLOW
38.96,1,Port Scan,ALERT
25.39,10,Brute Force,BLOCK_IP
51.48,2,Port Scan,ALERT
10.08,5,Brute Force,BLOCK_IP
31.28,15,Brute Force,BLOCK_IP
17.87,1,Normal,ALLOW
18.53,1,Normal,ALLOW
5.48,0,Normal,ALLOW
23.31,0,Normal,ALLOW
11.04,1,Normal,ALLOW
20.87,0,Normal,ALLOW
10.56,0,Normal,ALLOW
10.3,0,Normal,ALLOW
19.81,10,Brute Force,BLOCK_IP
11.09,0,Normal,ALLOW
19.37,15,Brute Force,BLOCK_IP
19.3,0,Normal,ALLOW
18.92,0,Normal,ALLOW
23.85,0,Normal,ALLOW
18.52,1,Normal,ALLOW
26.47,13,Brute Force,BLOCK_IP
16.87,5,Brute Force,BLOCK_IP
13.19,0,Normal,ALLOW
26.76,1,Normal,ALLOW
5.55,0,Normal,ALLOW
292.32,0,DDoS,RATE_LIMIT
34.23,10,Brute Force,BLOCK_IP
8.57,1,Normal,ALLOW
17.81,0,Normal,ALLOW
513.49,0,DDoS,RATE_LIMIT
27.39,0,Normal,ALLOW
818.39,0,DDoS,RATE_LIMIT
28.79,0,Normal,ALLOW
10.72,4,Brute Force,BLOCK_IP
72.87,2,Port Scan,ALERT
16.86,0,Normal,ALLOW
27.14,0,Normal,ALLOW
22.22,1,Normal,ALLOW
27.04,1,Normal,ALLOW
38.94,11,Brute Force,BLOCK_IP
23.82,0,Normal,ALLOW
42.86,12,Brute Force,BLOCK_IP
17.13,0,Normal,ALLOW
21.42,10,Brute Force,BLOCK_IP
16.28,0,Normal,ALLOW
856.48,0,DDoS,RATE_LIMIT
50.23,2,Port Scan,ALERT
16.66,0,Normal,ALLOW
527.79,0,DDoS,RATE_LIMIT
21.19,1,Normal,ALLOW
27.54,1,Normal,ALLOW
18.32,11,Brute Force,BLOCK_IP
26.93,1,Normal,ALLOW
17.27,11,Brute Force,BLOCK_IP
974.45,0,DDoS,RATE_LIMIT
6.66,0,Normal,ALLOW
49.27,5,Brute Force,BLOCK_IP
14.39,0,Normal,ALLOW
29.73,1,Normal,ALLOW
997.75,0,DDoS,RATE_LIMIT
18.98,0,Normal,ALLOW
16.16,0,Normal,ALLOW
480.42,0,DDoS,RATE_LIMIT
14.31,0,Normal,ALLOW
65.33,2,Port Scan,ALERT
48.47,2,Port Scan,ALERT
21.42,0,Normal,ALLOW
76.46,1,Port Scan,ALERT
18.71,4,Brute Force,BLOCK_IP
48.66,2,Port Scan,ALERT
25.11,0,Normal,ALLOW
7.59,1,Normal,ALLOW
33.32,0,Port Scan,ALERT
59.19,0,Port Scan,ALERT
56.05,1,Port Scan,ALERT
25.08,1,Normal,ALLOW
23.96,0,Normal,ALLOW
21.78,1,Normal,ALLOW
22.83,0,Normal,ALLOW
9.25,0,Normal,ALLOW
13.67,1,Normal,ALLOW
23.75,0,Normal,ALLOW
11.46,0,Normal,ALLOW
19.93,1,Normal,ALLOW
24.36,1,Normal,ALLOW
19.47,1,Normal,ALLOW
23.96,1,Normal,ALLOW
16.85,0,Normal,ALLOW
22.82,1,Normal,ALLOW
10.06,0,Normal,ALLOW
9.63,0,Normal,ALLOW
10.37,1,Normal,ALLOW
26.72,1,Normal,ALLOW
17.68,0,Normal,ALLOW
18.95,1,Normal,ALLOW
756.92,0,DDoS,RATE_LIMIT
506.24,0,DDoS,RATE_LIMIT
857.46,0,DDoS,RATE_LIMIT
21.49,1,Normal,ALLOW
15.78,1,Normal,ALLOW
22.31,0,Normal,ALLOW
20.92,0,Normal,ALLOW
20.91,0,Normal,ALLOW
18.22,1,Normal,ALLOW
9.77,1,Normal,ALLOW
11.96,0,Normal,ALLOW
19.88,1,Normal,ALLOW
6.58,0,Normal,ALLOW
25.37,1,Normal,ALLOW
16.54,0,Normal,ALLOW
9.69,1,Normal,ALLOW
68.68,0,Port Scan,ALERT
15.81,0,Normal,ALLOW
16.6,1,Normal,ALLOW
5.84,0,Normal,ALLOW
27.21,0,Normal,ALLOW
645.87,0,DDoS,RATE_LIMIT
5.97,1,Normal,ALLOW
69.19,0,Port Scan,ALERT
45.92,14,Brute Force,BLOCK_IP
17.86,0,Normal,ALLOW
27.52,1,Normal,ALLOW
36.67,5,Brute Force,BLOCK_IP
43.79,14,Brute Force,BLOCK_IP
850.17,0,DDoS,RATE_LIMIT
22.67,1,Normal,ALLOW
7.37,1,Normal,ALLOW
922.47,0,DDoS,RATE_LIMIT
28.34,0,Normal,ALLOW
25.17,1,Normal,ALLOW
204.57,0,DDoS,RATE_LIMIT
572.66,0,DDoS,RATE_LIMIT
19.28,1,Normal,ALLOW
50.56,0,Port Scan,ALERT
29.03,0,Normal,ALLOW
14.01,0,Normal,ALLOW
15.15,1,Normal,ALLOW
12.82,1,Normal,ALLOW
22.49,9,Brute Force,BLOCK_IP
5.36,1,Normal,ALLOW
27.92,0,Normal,ALLOW
24.06,1,Normal,ALLOW
8.32,1,Normal,ALLOW
20.49,0,Normal,ALLOW
76.92,0,Port Scan,ALERT
26.61,1,Normal,ALLOW
512.47,0,DDoS,RATE_LIMIT
6.73,0,Normal,ALLOW
67.84,2,Port Scan,ALERT
21.9,0,Normal,ALLOW
14.73,1,Normal,ALLOW
58.47,2,Port Scan,ALERT
47.13,5,Brute Force,BLOCK_IP
23.68,8,Brute Force,BLOCK_IP
20.83,0,Normal,ALLOW
29.89,1,Normal,ALLOW
54.71,1,Port Scan,ALERT
25.11,1,Normal,ALLOW
77.0,1,Port Scan,ALERT
32.67,2,Port Scan,ALERT
43.31,14,Brute Force,BLOCK_IP
21.94,1,Normal,ALLOW
288.05,0,DDoS,RATE_LIMIT
28.13,1,Normal,ALLOW
17.51,0,Normal,ALLOW
21.11,0,Normal,ALLOW
718.91,0,DDoS,RATE_LIMIT
43.76,2,Port Scan,ALERT
23.69,0,Normal,ALLOW
33.97,11,Brute Force,BLOCK_IP
22.63,1,Normal,ALLOW
33.19,4,Brute Force,BLOCK_IP
25.93,1,Normal,ALLOW
33.03,1,Port Scan,ALERT
24.48,0,Normal,ALLOW
16.86,15,Brute Force,BLOCK_IP
52.74,1,Port Scan,ALERT
27.76,1,Normal,ALLOW
54.42,1,Port Scan,ALERT
27.04,1,Normal,ALLOW
658.09,0,DDoS,RATE_LIMIT
43.85,1,Port Scan,ALERT
19.58,1,Normal,ALLOW
13.8,14,Brute Force,BLOCK_IP
241.59,0,DDoS,RATE_LIMIT
5.79,1,Normal,ALLOW
10.77,0,Normal,ALLOW
20.17,1,Normal,ALLOW
11.16,1,Normal,ALLOW
21.48,0,Normal,ALLOW
17.54,0,Normal,ALLOW
27.15,1,Normal,ALLOW
14.39,0,Normal,ALLOW
12.16,0,Normal,ALLOW
15.01,6,Brute Force,BLOCK_IP
5.75,1,Normal,ALLOW
22.28,0,Normal,ALLOW
29.33,1,Normal,ALLOW
28.52,0,Normal,ALLOW
6.56,1,Normal,ALLOW
13.69,0,Normal,ALLOW
980.27,0,DDoS,RATE_LIMIT
25.42,1,Normal,ALLOW
913.51,0,DDoS,RATE_LIMIT
12.65,1,Normal,ALLOW
14.64,1,Normal,ALLOW
15.41,1,Normal,ALLOW
10.73,1,Normal,ALLOW
6.38,1,Normal,ALLOW
7.52,1,Normal,ALLOW
15.96,1,Normal,ALLOW
78.65,1,Port Scan,ALERT
9.15,1,Normal,ALLOW
15.99,1,Normal,ALLOW
16.22,14,Brute Force,BLOCK_IP
13.16,1,Normal,ALLOW
18.79,11,Brute Force,BLOCK_IP
36.48,2,Port Scan,ALERT
48.28,0,Port Scan,ALERT
12.56,1,Normal,ALLOW
368.41,0,DDoS,RATE_LIMIT
25.23,0,Normal,ALLOW
24.42,1,Normal,ALLOW
26.62,0,Normal,ALLOW
11.78,1,Normal,ALLOW
587.63,0,DDoS,RATE_LIMIT
12.56,1,Normal,ALLOW
20.43,1,Normal,ALLOW
8.43,1,Normal,ALLOW
69.03,1,Port Scan,ALERT
12.79,1,Normal,ALLOW
11.84,1,Normal,ALLOW
73.77,0,Port Scan,ALERT
16.49,0,Normal,ALLOW
14.89,0,Normal,ALLOW
6.42,1,Normal,ALLOW
48.19,1,Port Scan,ALERT
23.13,1,Normal,ALLOW
31.89,15,Brute Force,BLOCK_IP
41.08,13,Brute Force,BLOCK_IP
12.85,0,Normal,ALLOW
8.16,0,Normal,ALLOW
49.58,12,Brute Force,BLOCK_IP
28.51,1,Normal,ALLOW
9.88,1,Normal,ALLOW
16.77,0,Normal,ALLOW
17.31,1,Normal,ALLOW
37.48,15,Brute Force,BLOCK_IP
14.04,0,Normal,ALLOW
69.99,2,Port Scan,ALERT
22.46,0,Normal,ALLOW
68.12,1,Port Scan,ALERT
27.58,0,Normal,ALLOW
28.79,0,Normal,ALLOW
30.41,12,Brute Force,BLOCK_IP
55.64,1,Port Scan,ALERT
35.79,7,Brute Force,BLOCK_IP
78.51,0,Port Scan,ALERT
23.54,0,Normal,ALLOW
37.06,1,Port Scan,ALERT
26.37,0,Normal,ALLOW
11.97,1,Normal,ALLOW
17.27,1,Normal,ALLOW
25.64,1,Normal,ALLOW
